territory_id,cluster,name
1217,1,Спас-Деменский муниципальный район
1218,1,Сухиничский муниципальный район
1219,1,Тарусский муниципальный район
1220,1,Ульяновский муниципальный район
1221,2,Ферзиковский муниципальный район
1222,1,Хвастовичский муниципальный район
1223,1,Юхновский муниципальный район
1224,2,городской округ Кемеровский
1225,2,городской округ Анжеро-Судженский
1226,2,городской округ Беловский
1227,0,городской округ Березовский
1228,0,городской округ Калтанский
1229,2,городской округ Киселевский
1230,2,городской округ Ленинск-Кузнецкий
1231,0,городской округ Междуреченский
1232,2,городской округ Мысковский
1233,2,городской округ Новокузнецкий
1234,2,городской округ Осинниковский
1235,0,городской округ Полысаевский
1236,2,городской округ Прокопьевский
1237,2,городской округ Тайгинский
1238,2,городской округ Юргинский
1240,0,Беловский муниципальный округ
1241,0,Гурьевский муниципальный округ
1242,1,Ижморский муниципальный округ
1243,0,Кемеровский муниципальный округ
1244,1,Крапивинский муниципальный округ
1246,2,Мариинский муниципальный округ
1249,3,Промышленновский муниципальный округ
1250,0,Таштагольский муниципальный район
1251,1,Тисульский муниципальный округ
1252,2,Топкинский муниципальный округ
1253,1,Тяжинский муниципальный округ
1254,3,Чебулинский муниципальный округ
1256,3,Яйский муниципальный округ
1257,2,Яшкинский муниципальный округ
1258,2,городской округ город Киров
1259,2,городской округ город Вятские Поляны
1260,2,городской округ город Кирово-Чепецк
1261,2,городской округ город Котельнич
1262,2,городской округ город Слободской
1264,1,муниципальный округ Арбажский
1265,1,муниципальный округ Афанасьевский
1266,1,Белохолуницкий муниципальный район
1267,1,муниципальный округ Богородский
1268,1,муниципальный округ Верхнекамский
1269,1,Верхошижемский муниципальный район
1270,1,Вятскополянский муниципальный район
1271,1,Даровской муниципальный район
1272,1,Зуевский муниципальный район
1273,1,муниципальный округ Кикнурский
1274,1,Кильмезский муниципальный район
1275,1,Кирово-Чепецкий муниципальный район
1276,1,Котельничский муниципальный район
1277,1,Куменский муниципальный район
1278,1,муниципальный округ Лебяжский
1279,1,муниципальный округ Лузский
1280,1,Малмыжский муниципальный район
1281,1,муниципальный округ Мурашинский
1282,1,Нагорский муниципальный район
1284,1,Нолинский муниципальный район
1285,2,Омутнинский муниципальный район
1286,1,муниципальный округ Опаринский
1287,1,Оричевский муниципальный район
1288,1,Орловский муниципальный район
1289,1,муниципальный округ Пижанский
1290,1,Подосиновский муниципальный район
1291,1,муниципальный округ Санчурский
1292,1,муниципальный округ Свечинский
1293,1,Слободской муниципальный район
1294,1,Советский муниципальный район
1295,1,Сунский муниципальный район
1296,1,Тужинский муниципальный район
1297,1,муниципальный округ Унинский
1298,1,Уржумский муниципальный район
1299,1,муниципальный округ Фаленский
1300,1,Шабалинский муниципальный район
1301,1,Юрьянский муниципальный район
1302,1,Яранский муниципальный район
1303,2,городской округ город Кострома
1304,2,городской округ город Буй
1305,0,городской округ город Волгореченск
1306,2,городской округ город Галич
1308,2,городской округ город Шарья
1309,1,Антроповский муниципальный район
1310,1,Буйский муниципальный район
1311,1,Вохомский муниципальный район
1312,1,Галичский муниципальный район
1313,1,Кадыйский муниципальный район
1314,1,Кологривский муниципальный округ
1315,2,Костромской муниципальный район
1316,2,Красносельский муниципальный район
1317,1,Макарьевский муниципальный район
1319,1,Межевской муниципальный округ
1320,1,Нейский муниципальный округ
1321,2,муниципальный район город Нерехта и Нерехтский район
1322,1,Октябрьский муниципальный район
1323,1,Островский муниципальный округ
1324,1,Павинский муниципальный округ
1325,1,Парфеньевский муниципальный округ
1326,1,Поназыревский муниципальный округ
1327,1,Пыщугский муниципальный округ
1328,1,Солигаличский муниципальный округ
1329,1,Судиславский муниципальный район
1330,1,Сусанинский муниципальный район
1331,1,Чухломский муниципальный район
1333,2,городской округ город Курган
1334,2,городской округ город Шадринск
1335,1,Альменевский муниципальный округ
1336,1,Белозерский муниципальный округ
1337,1,Варгашинский муниципальный округ
1338,1,Далматовский муниципальный округ
1339,1,Звериноголовский муниципальный округ
1340,1,Каргапольский муниципальный округ
1341,1,Катайский муниципальный округ
1343,1,Куртамышский муниципальный округ
1344,1,Лебяжьевский муниципальный округ
1345,1,муниципальный округ Макушинский
1346,1,Мишкинский муниципальный округ
1347,1,Мокроусовский муниципальный округ
1348,1,Петуховский муниципальный округ
1349,1,Половинский муниципальный округ
1350,1,Притобольный муниципальный округ
1351,1,Сафакулевский муниципальный округ
1352,1,Целинный муниципальный округ
1353,1,Частоозерский муниципальный округ
1355,1,Шатровский муниципальный округ
1356,1,муниципальный округ Шумихинский
1357,1,Щучанский муниципальный округ
1358,1,Юргамышский муниципальный округ
1392,2,Бокситогорский муниципальный район
1393,2,Волосовский муниципальный район
1394,2,Волховский муниципальный район
1395,4,Всеволожский муниципальный район
1396,2,Выборгский муниципальный район
1397,2,Гатчинский муниципальный район
1398,2,Кингисеппский муниципальный район
1399,2,Киришский муниципальный район
1400,2,Кировский муниципальный район
1401,2,Лодейнопольский муниципальный район
1402,4,Ломоносовский муниципальный район
1403,2,Лужский муниципальный район
1404,2,Подпорожский муниципальный район
1405,2,Приозерский муниципальный район
1406,2,Сланцевский муниципальный район
1407,2,Тихвинский муниципальный район
1408,2,Тосненский муниципальный район
1409,2,городской округ Сосновоборский
1410,2,городской округ город Липецк
1411,2,городской округ город Елец
1412,1,Воловский муниципальный район
1413,2,Грязинский муниципальный район
1414,1,Данковский муниципальный район
1415,1,Добринский муниципальный район
1416,1,Добровский муниципальный район
1417,1,Долгоруковский муниципальный район
1419,1,Задонский муниципальный район
1420,1,Измалковский муниципальный район
1421,1,Краснинский муниципальный район
1422,2,Лебедянский муниципальный район
1423,1,Лев-Толстовский муниципальный район
1425,1,Становлянский муниципальный район
1426,1,Тербунский муниципальный район
1427,1,Усманский муниципальный район
1428,1,Хлевенский муниципальный район
1429,1,Чаплыгинский муниципальный район
1430,2,городской округ город Магадан
1431,3,муниципальный округ Ольский
1438,0,муниципальный округ Ягоднинский
1439,4,городской округ Балашиха
1440,2,городской округ Бронницы
1443,4,городской округ Дзержинский
1444,4,городской округ Долгопрудный
1445,4,городской округ Домодедово
1446,2,городской округ Дубна
1447,2,городской округ Егорьевск
1448,4,городской округ Жуковский
1449,2,городской округ Зарайск
1453,4,городской округ Истра
1454,2,городской округ Кашира
1456,4,городской округ Королёв
1457,4,городской округ Котельники
1459,4,городской округ Красногорск
1461,4,городской округ Лобня
1463,2,городской округ Луховицы
1464,4,городской округ Лыткарино
1465,4,городской округ Люберцы
1467,4,городской округ Мытищи
1468,4,городской округ Наро-Фоминский
1472,4,городской округ Подольск
1473,2,городской округ Протвино
1474,2,городской округ Пущино
1475,4,городской округ Реутов
1477,2,городской округ Рузский
1478,2,городской округ Серебряные Пруды
1480,2,городской округ Ступино
1481,2,городской округ Фрязино
1483,4,городской округ Черноголовка
1484,2,городской округ Чехов
1486,2,городской округ Шаховская
1488,4,городской округ Электросталь
1489,2,городской округ Волоколамский
1490,2,городской округ Воскресенск
1491,2,городской округ Дмитровский
1492,2,городской округ Клин
1493,4,городской округ Ленинский
1494,1,городской округ Лотошино
1495,2,городской округ Можайский
1496,4,городской округ Богородский
1500,4,городской округ Раменский
1501,2,городской округ Сергиево-Посадский
1504,2,городской округ Талдомский
1506,2,городской округ город Мурманск
1507,2,муниципальный округ город Апатиты
1508,2,муниципальный округ город Кировск
1509,2,муниципальный округ город Мончегорск
1510,2,муниципальный округ город Оленегорск
1511,2,муниципальный округ город Полярные Зори
1512,2,Ковдорский муниципальный округ
1518,2,Кандалакшский муниципальный район
1519,2,Кольский муниципальный район
1520,1,Ловозерский муниципальный район
1521,2,Печенгский муниципальный округ
1522,1,Терский муниципальный район
1523,4,городской округ город Нижний Новгород
1525,2,городской округ город Бор
1526,2,городской округ город Выкса
1527,2,городской округ город Дзержинск
1528,2,городской округ город Кулебаки
1529,2,городской округ Навашинский
1530,1,городской округ Перевозский
1532,2,городской округ Семеновский
1533,2,городской округ город Шахунья
1534,1,городской округ город Первомайск
1535,1,городской округ Сокольский
1536,1,городской округ город Чкаловск
1537,1,Ардатовский муниципальный округ
1539,2,Балахнинский муниципальный округ
1540,2,Богородский муниципальный округ
1541,1,Большеболдинский муниципальный округ
1542,1,Большемурашкинский муниципальный округ
1543,1,Бутурлинский муниципальный округ
1544,1,Вадский муниципальный округ
1545,1,Варнавинский муниципальный округ
1546,1,Вачский муниципальный округ
1547,1,Ветлужский муниципальный округ
1548,1,Вознесенский муниципальный округ
1549,2,Володарский муниципальный округ
1550,1,городской округ Воротынский
1551,1,Воскресенский муниципальный округ
1552,1,Гагинский муниципальный округ
1553,2,Городецкий муниципальный округ
1554,1,Дальнеконстантиновский муниципальный округ
1555,1,Дивеевский муниципальный округ
1556,1,Княгининский муниципальный округ
1557,1,Ковернинский муниципальный округ
1558,1,Краснобаковский муниципальный округ
1559,1,Краснооктябрьский муниципальный округ
1560,2,Кстовский муниципальный округ
1561,1,Лукояновский муниципальный округ
1562,2,Лысковский муниципальный округ
1563,2,Павловский муниципальный округ
1564,1,Пильнинский муниципальный округ
1565,1,Починковский муниципальный округ
1566,1,Сергачский муниципальный округ
1567,1,Сеченовский муниципальный округ
1568,1,Сосновский муниципальный округ
1569,1,Спасский муниципальный округ
1570,1,Тонкинский муниципальный округ
1571,1,Тоншаевский муниципальный округ
1572,1,Уренский муниципальный округ
1573,1,Шарангский муниципальный округ
1574,1,Шатковский муниципальный округ
1575,2,городской округ Великий Новгород
1577,2,Боровичский муниципальный район
1578,1,Валдайский муниципальный район
1579,1,муниципальный округ Волотовский
1580,1,муниципальный округ Демянский
1581,1,муниципальный округ Крестецкий
1582,1,Любытинский муниципальный район
1583,1,Маловишерский муниципальный район
1584,1,муниципальный округ Марёвский
1585,1,муниципальный округ Мошенской
1586,2,Новгородский муниципальный район
1587,1,Окуловский муниципальный район
1588,1,Парфинский муниципальный район
1589,1,муниципальный округ Пестовский
1590,1,Поддорский муниципальный район
1591,1,муниципальный округ Солецкий
1592,2,Старорусский муниципальный район
1593,1,муниципальный округ Хвойнинский
1594,1,Холмский муниципальный район
1595,2,Чудовский муниципальный район
1596,1,Шимский муниципальный район
1597,4,городской округ город Новосибирск
1598,2,городской округ город Бердск
1599,2,городской округ город Искитим
1600,4,городской округ город Обь
1601,2,городской округ рабочий поселок Кольцово
1602,1,Баганский муниципальный район
1603,2,Барабинский муниципальный район
1604,3,Болотнинский муниципальный район
1605,1,Венгеровский муниципальный район
1606,1,Доволенский муниципальный район
1607,1,Здвинский муниципальный район
1608,2,Искитимский муниципальный район
1609,2,Карасукский муниципальный район
1610,1,Каргатский муниципальный район
1611,1,Колыванский муниципальный район
1612,1,Коченевский муниципальный район
1613,1,Кочковский муниципальный район
1614,1,Краснозерский муниципальный район
1615,2,Куйбышевский муниципальный район
1616,1,Купинский муниципальный район
1617,1,Кыштовский муниципальный район
1618,1,Маслянинский муниципальный район
1619,1,Мошковский муниципальный район
1620,4,Новосибирский муниципальный район
1621,1,Ордынский муниципальный район
1622,1,Северный муниципальный район
1623,1,Сузунский муниципальный район
1624,1,Татарский муниципальный район
1625,1,Тогучинский муниципальный район
1626,1,Убинский муниципальный район
1627,1,Усть-Таркский муниципальный район
1628,1,Чановский муниципальный район
1629,2,Черепановский муниципальный район
1630,1,Чистоозерный муниципальный район
1631,1,Чулымский муниципальный район
1632,2,городской округ город Омск
1633,1,Азовский немецкий национальный муниципальный район
1634,1,Большереченский муниципальный район
1635,1,Большеуковский муниципальный район
1636,1,Горьковский муниципальный район
1637,1,Знаменский муниципальный район
1638,1,Исилькульский муниципальный район
1639,1,Калачинский муниципальный район
1640,1,Колосовский муниципальный район
1641,1,Кормиловский муниципальный район
1642,1,Крутинский муниципальный район
1643,1,Любинский муниципальный район
1644,1,Марьяновский муниципальный район
1645,1,Москаленский муниципальный район
1646,1,Муромцевский муниципальный район
1647,1,Называевский муниципальный район
1648,1,Нижнеомский муниципальный район
1649,1,Нововаршавский муниципальный район
1650,1,Одесский муниципальный район
1651,1,Оконешниковский муниципальный район
1652,2,Омский муниципальный район
1653,1,Павлоградский муниципальный район
1654,1,Полтавский муниципальный район
1655,1,Русско-Полянский муниципальный район
1656,1,Саргатский муниципальный район
1657,1,Седельниковский муниципальный район
1658,1,Таврический муниципальный район
1659,1,Тарский муниципальный район
1660,1,Тевризский муниципальный район
1661,1,Тюкалинский муниципальный район
1662,1,Усть-Ишимский муниципальный район
1663,1,Черлакский муниципальный район
1664,1,Шербакульский муниципальный район
1665,2,городской округ город Оренбург
1666,2,городской округ Абдулинский
1667,2,городской округ город Бугуруслан
1668,0,городской округ город Бузулук
1669,2,городской округ Гайский
1670,2,городской округ Кувандыкский
1671,2,городской округ город Медногорск
1672,2,городской округ город Новотроицк
1673,2,городской округ город Орск
1674,2,городской округ Соль-Илецкий
1675,2,городской округ Сорочинский
1676,2,городской округ Ясненский
1678,1,Адамовский муниципальный район
1679,1,Акбулакский муниципальный район
1680,1,Александровский муниципальный район
1681,1,Асекеевский муниципальный район
1682,1,Беляевский муниципальный район
1683,1,Бугурусланский муниципальный район
1685,1,Грачёвский муниципальный район
1686,1,Домбаровский муниципальный район
1687,1,Илекский муниципальный район
1688,1,Кваркенский муниципальный район
1689,1,Красногвардейский муниципальный район
1690,1,Курманаевский муниципальный район
1691,1,Матвеевский муниципальный район
1692,1,Новоорский муниципальный район
1693,1,Новосергиевский муниципальный район
1694,1,Октябрьский муниципальный район
1696,1,Первомайский муниципальный район
1697,1,Переволоцкий муниципальный район
1698,1,Пономарёвский муниципальный район
1699,1,Сакмарский муниципальный район
1700,1,Саракташский муниципальный район
1701,1,Светлинский муниципальный район
1702,1,Северный муниципальный район
1703,1,Ташлинский муниципальный район
1704,1,Тоцкий муниципальный район
1705,1,Тюльганский муниципальный район
1706,1,Шарлыкский муниципальный район
1707,2,городской округ город Орёл
1708,2,городской округ город Ливны
1709,2,городской округ город Мценск
1710,1,Болховский муниципальный район
1711,1,Верховский муниципальный район
1712,1,Глазуновский муниципальный район
1714,1,Должанский муниципальный район
1715,1,Залегощенский муниципальный район
1717,1,Колпнянский муниципальный район
1718,1,Краснозоренский муниципальный район
1719,1,Кромской муниципальный район
1722,1,Малоархангельский муниципальный район
1724,1,Новодеревеньковский муниципальный район
1725,1,Новосильский муниципальный район
1726,2,муниципальный округ Орловский
1727,1,Покровский муниципальный район
1728,1,Свердловский муниципальный район
1730,1,Троснянский муниципальный район
1731,1,Урицкий муниципальный район
1732,1,Хотынецкий муниципальный район
1733,1,Шаблыкинский муниципальный район
1737,1,Башмаковский муниципальный район
1738,1,Бековский муниципальный район
1739,1,Белинский муниципальный район
1740,1,Бессоновский муниципальный район
1741,1,Вадинский муниципальный район
1742,1,Городищенский муниципальный район
1743,1,Земетчинский муниципальный район
1744,1,Иссинский муниципальный район
1745,1,Каменский муниципальный район
1746,1,Камешкирский муниципальный район
1747,1,Колышлейский муниципальный район
1749,1,Лопатинский муниципальный район
1750,1,Лунинский муниципальный район
1751,1,Малосердобинский муниципальный район
1752,1,Мокшанский муниципальный район
1753,1,Наровчатский муниципальный район
1754,1,Неверкинский муниципальный район
1755,1,Нижнеломовский муниципальный район
1756,1,Никольский муниципальный район
1757,1,Пачелмский муниципальный район
1758,2,Пензенский муниципальный район
1759,1,Сердобский муниципальный район
1760,1,Сосновоборский муниципальный район
1761,1,Спасский муниципальный район
1762,1,Тамалинский муниципальный район
1764,2,городской округ город Псков
1765,2,городской округ город Великие Луки
1766,1,Бежаницкий муниципальный район
1768,1,Гдовский муниципальный район
1769,1,Дедовичский муниципальный район
1770,2,Дновский муниципальный район
1771,1,муниципальный округ Красногородский
1773,1,муниципальный округ Локнянский
1774,1,муниципальный округ Невельский
1775,1,муниципальный округ Новоржевский
1776,1,Новосокольнический муниципальный район
1777,1,муниципальный округ Опочецкий
1778,2,Островский муниципальный район
1780,1,муниципальный округ Печорский
1781,1,Плюсский муниципальный район
1782,1,Порховский муниципальный район
1783,2,Псковский муниципальный район
1784,1,Пустошкинский муниципальный район
1785,1,Пушкиногорский муниципальный район
1786,1,муниципальный округ Пыталовский
1787,1,Себежский муниципальный район
1788,1,муниципальный округ Струго-Красненский
1845,2,городской округ город Рязань
1846,2,городской округ город Касимов
1848,1,городской округ город Скопин
1849,1,Ермишинский муниципальный район
1850,1,Захаровский муниципальный район
1851,1,Кадомский муниципальный район
1852,1,Касимовский муниципальный район
1853,1,Клепиковский муниципальный район
1854,1,Кораблинский муниципальный район
1855,1,Милославский муниципальный район
1856,1,Михайловский муниципальный район
1857,1,Александро-Невский муниципальный район
1858,1,Пителинский муниципальный район
1859,1,Пронский муниципальный район
1860,1,Путятинский муниципальный округ
1861,2,Рыбновский муниципальный район
1862,1,Ряжский муниципальный округ
1863,2,Рязанский муниципальный район
1864,1,Сапожковский муниципальный район
1865,1,Сараевский муниципальный район
1868,1,Спасский муниципальный район
1869,1,Старожиловский муниципальный район
1870,1,Ухоловский муниципальный район
1871,1,Чучковский муниципальный район
1872,1,Шацкий муниципальный район
1873,1,Шиловский муниципальный район
1874,4,городской округ Самара
1875,2,городской округ Жигулевск
1876,2,городской округ Кинель
1877,2,городской округ Новокуйбышевск
1878,2,городской округ Октябрьск
1879,0,городской округ Отрадный
1880,2,городской округ Похвистнево
1881,2,городской округ Сызрань
1883,2,городской округ Чапаевск
1884,1,Алексеевский муниципальный район
1885,2,Безенчукский муниципальный район
1886,1,Богатовский муниципальный район
1887,1,Большеглушицкий муниципальный район
1888,1,Большечерниговский муниципальный район
1889,1,Борский муниципальный район
1890,4,Волжский муниципальный район
1891,1,Елховский муниципальный район
1892,1,Исаклинский муниципальный район
1893,1,Камышлинский муниципальный район
1894,1,Кинельский муниципальный район
1895,1,Кинель-Черкасский муниципальный район
1896,1,Клявлинский муниципальный район
1897,1,Кошкинский муниципальный район
1898,1,Красноармейский муниципальный район
1899,2,Красноярский муниципальный район
1900,2,Нефтегорский муниципальный район
1901,1,Пестравский муниципальный район
1902,1,Похвистневский муниципальный район
1903,1,Приволжский муниципальный район
1904,0,Сергиевский муниципальный район
1905,2,Ставропольский муниципальный район
1906,2,Сызранский муниципальный район
1907,1,Хворостянский муниципальный район
1908,1,Челно-Вершинский муниципальный район
1909,1,Шенталинский муниципальный район
1910,1,Шигонский муниципальный район
1912,1,городской округ город Шиханы
1915,1,Александрово-Гайский муниципальный район
1916,1,Аркадакский муниципальный район
1917,1,Аткарский муниципальный район
1918,1,Базарно-Карабулакский муниципальный район
1919,2,Балаковский муниципальный район
1920,2,Балашовский муниципальный район
1921,1,Балтайский муниципальный район
1922,2,Вольский муниципальный район
1923,1,Воскресенский муниципальный район
1924,1,Дергачевский муниципальный район
1925,1,Духовницкий муниципальный район
1926,1,Екатериновский муниципальный район
1927,1,Ершовский муниципальный район
1928,1,Ивантеевский муниципальный район
1929,1,Калининский муниципальный район
1930,1,Красноармейский муниципальный район
1931,1,Краснокутский муниципальный район
1932,1,Краснопартизанский муниципальный район
1933,1,Лысогорский муниципальный район
1934,1,Марксовский муниципальный район
1935,1,Новобурасский муниципальный район
1936,1,Новоузенский муниципальный район
1937,1,Озинский муниципальный район
1938,1,Перелюбский муниципальный район
1939,1,Петровский муниципальный район
1940,1,Питерский муниципальный район
1941,1,Пугачевский муниципальный район
1942,1,Ровенский муниципальный район
1943,1,Романовский муниципальный район
1944,1,Ртищевский муниципальный район
1945,1,Самойловский муниципальный район
1947,1,Советский муниципальный район
1948,1,Татищевский муниципальный район
1949,1,Турковский муниципальный район
1950,1,Федоровский муниципальный район
1951,1,Хвалынский муниципальный район
1952,2,Энгельсский муниципальный район
1954,3,городской округ Александровск-Сахалинский район
1955,3,городской округ Анивский
1956,3,городской округ Долинский
1957,3,городской округ Корсаковский
1958,3,городской округ Курильский
1959,3,городской округ Макаровский
1960,3,городской округ Невельский
1961,0,городской округ Ногликский
1962,0,городской округ Охинский
1963,3,городской округ Поронайский
1965,3,городской округ Смирныховский
1966,3,городской округ Томаринский
1967,3,городской округ Тымовский
1968,0,городской округ Углегорский
1969,3,городской округ Холмский
1970,0,городской округ Южно-Курильский
1971,4,городской округ город Екатеринбург
1972,2,городской округ город Алапаевск
1973,2,городской округ Артемовский
1974,2,городской округ Асбестовский
1975,1,городской округ Малышевский
1976,2,городской округ Рефтинский
1977,2,городской округ Березовский
1978,2,городской округ Богданович
1979,2,городской округ Верхняя Пышма
1980,2,городской округ Среднеуральск
1981,2,городской округ Верхнесалдинский
1982,2,городской округ Заречный
1983,2,городской округ Ивдельский
1984,2,городской округ Пелым
1985,2,городской округ город Ирбит
1986,2,городской округ город Каменск-Уральский
1987,2,городской округ Камышловский
1988,2,городской округ Карпинск
1989,1,городской округ Волчанский
1990,0,городской округ Качканарский
1991,2,городской округ Кировградский
1992,2,городской округ Верхний Тагил
1993,2,городской округ Краснотурьинск
1994,2,городской округ Красноуральск
1995,2,городской округ Красноуфимск
1996,2,городской округ Кушвинский
1997,2,городской округ Верхняя Тура
1999,2,городской округ Невьянский
2000,2,городской округ город Нижний Тагил
2001,2,городской округ Нижняя Салда
2002,2,городской округ Нижнетуринский
2004,2,городской округ Первоуральск
2005,2,городской округ Полевской
2006,2,городской округ Ревда
2007,1,городской округ Дегтярск
2008,2,городской округ Режевской
2009,0,городской округ Североуральский
2010,2,городской округ Серовский
2011,2,городской округ Сухой Лог
2012,2,городской округ Тавдинский
2015,2,городской округ Алапаевское
2017,1,городской округ Артинский
2018,1,городской округ Ачитский
2019,2,городской округ Белоярский
2021,1,городской округ Верхотурский
2022,1,городской округ Гаринский
2023,1,городской округ Ирбитское
2024,2,городской округ Каменский
2025,3,городской округ Красноуфимский округ
2027,2,городской округ Бисертский
2028,1,городской округ Новолялинский
2030,1,городской округ Пышминский
2031,1,городской округ Сосьвинский
2032,2,городской округ Сысертский
2033,2,городской округ Арамильский
2034,2,городской округ Талицкий
2035,1,городской округ Тугулымский
2036,1,городской округ Туринский
2037,1,городской округ Шалинский
2039,1,Байкаловский муниципальный район
2040,3,Камышловский муниципальный район
2041,1,Слободо-Туринский муниципальный район
2042,1,Нижнесергинский муниципальный район
2043,1,Таборинский муниципальный район
2044,2,городской округ город Смоленск
2045,2,городской округ город Десногорск
2046,1,Велижский муниципальный район
2047,2,Вяземский муниципальный район
2048,2,Гагаринский муниципальный район
2049,1,Глинковский муниципальный район
2050,1,Демидовский муниципальный район
2051,2,Дорогобужский муниципальный район
2052,1,Духовщинский муниципальный район
2053,1,Ельнинский муниципальный район
2054,1,Ершичский муниципальный район
2055,1,Кардымовский муниципальный район
2056,1,Краснинский муниципальный район
2057,1,Монастырщинский муниципальный район
2058,1,Новодугинский муниципальный район
2059,1,Починковский муниципальный район
2060,2,Рославльский муниципальный район
2061,1,Руднянский муниципальный район
2062,2,Сафоновский муниципальный район
2063,4,Смоленский муниципальный район
2064,1,Сычевский муниципальный район
2065,1,Темкинский муниципальный район
2066,1,Угранский муниципальный район
2067,1,Хиславичский муниципальный район
2068,1,Холм-Жирковский муниципальный район
2069,1,Шумячский муниципальный район
2070,2,Ярцевский муниципальный район
2072,2,городской округ город Кирсанов
2073,2,городской округ город Котовск
2074,2,городской округ город Мичуринск
2075,2,городской округ город Моршанск
2076,2,городской округ город Рассказово
2077,1,городской округ город Уварово
2078,1,Бондарский муниципальный округ
2079,1,Гавриловский муниципальный округ
2080,1,Жердевский муниципальный округ
2081,1,Знаменский муниципальный округ
2082,1,Инжавинский муниципальный округ
2085,1,Мордовский муниципальный округ
2087,1,Мучкапский муниципальный округ
2088,1,Никифоровский муниципальный округ
2089,1,Первомайский муниципальный округ
2090,1,Петровский муниципальный округ
2091,1,Пичаевский муниципальный округ
2093,1,Ржаксинский муниципальный округ
2094,1,Сампурский муниципальный округ
2095,1,Сосновский муниципальный округ
2096,1,Староюрьевский муниципальный округ
2098,1,Токарёвский муниципальный округ
2100,1,Умётский муниципальный округ
2101,2,городской округ город Тверь
2105,2,городской округ Осташковский
2108,2,городской округ город Торжок
2109,2,городской округ Удомельский
2110,1,муниципальный округ Андреапольский
2111,1,муниципальный округ Бежецкий
2112,1,муниципальный округ Бельский
2113,2,муниципальный округ Бологовский
2114,1,муниципальный округ Весьегонский
2116,1,муниципальный округ Жарковский
2117,1,муниципальный округ Западнодвинский
2118,1,муниципальный округ Зубцовский
2119,2,муниципальный округ Калининский
2120,1,муниципальный округ Калязинский
2121,1,городской округ Кашинский
2122,1,муниципальный округ Кесовогорский
2124,2,муниципальный округ Конаковский
2125,1,муниципальный округ Краснохолмский
2126,1,муниципальный округ Кувшиновский
2127,1,муниципальный округ Лесной
2128,1,муниципальный округ Лихославльский
2129,1,муниципальный округ Максатихинский
2130,3,муниципальный округ Молоковский
2131,2,городской округ Нелидовский
2132,1,муниципальный округ Оленинский
2133,1,муниципальный округ Пеновский
2134,1,муниципальный округ Рамешковский
2136,1,муниципальный округ Сандовский
2137,1,муниципальный округ Селижаровский
2138,1,муниципальный округ Сонковский
2139,1,муниципальный округ Спировский
2140,1,муниципальный округ Старицкий
2142,1,муниципальный округ Торопецкий
2143,1,муниципальный округ Фировский
2144,2,городской округ город Томск
2145,1,городской округ город Кедровый
2146,0,городской округ город Стрежевой
2148,0,Александровский муниципальный район
2149,1,Асиновский муниципальный район
2150,1,Бакчарский муниципальный район
2151,3,Верхнекетский муниципальный район
2152,1,Зырянский муниципальный район
2153,0,Каргасокский муниципальный район
2154,1,Кожевниковский муниципальный район
2155,3,Колпашевский муниципальный район
2156,1,Кривошеинский муниципальный район
2157,1,Молчановский муниципальный район
2158,0,Парабельский муниципальный район
2159,1,Первомайский муниципальный район
2160,1,Тегульдетский муниципальный район
2161,2,Томский муниципальный район
2162,1,Чаинский муниципальный район
2163,1,Шегарский муниципальный район
2164,2,городской округ город Тула
2165,2,городской округ город Алексин
2167,2,городской округ город Донской
2168,2,городской округ город Ефремов
2169,2,городской округ город Новомосковск
2171,1,Арсеньевский муниципальный район
2172,1,Белевский муниципальный район
2173,1,Богородицкий муниципальный район
2174,1,Веневский муниципальный район
2175,1,Воловский муниципальный район
2176,1,Дубенский муниципальный район
2177,1,Заокский муниципальный район
2178,1,Каменский муниципальный район
2179,1,Кимовский муниципальный район
2180,1,Киреевский муниципальный район
2181,1,Куркинский муниципальный район
2182,1,Одоевский муниципальный район
2183,1,Плавский муниципальный район
2184,1,Суворовский муниципальный район
2185,1,Тепло-Огаревский муниципальный район
2186,2,Узловский муниципальный район
2187,1,Чернский муниципальный район
2188,2,Щекинский муниципальный район
2189,2,Ясногорский муниципальный район
2190,4,городской округ город Тюмень
2191,2,городской округ Заводоуковский
2192,2,городской округ город Ишим
2193,2,городской округ город Тобольск
2194,2,городской округ город Ялуторовск
2195,1,Абатский муниципальный район
2196,1,Армизонский муниципальный район
2197,1,Аромашевский муниципальный район
2198,1,Бердюжский муниципальный район
2199,3,Вагайский муниципальный район
2200,1,Викуловский муниципальный район
2201,1,городской округ Голышмановский
2202,1,Исетский муниципальный район
2203,1,Ишимский муниципальный район
2204,1,Казанский муниципальный район
2205,1,Нижнетавдинский муниципальный район
2206,1,Омутинский муниципальный район
2207,1,Сладковский муниципальный район
2208,1,Сорокинский муниципальный район
2210,4,Тюменский муниципальный район
2211,0,Уватский муниципальный район
2212,1,Упоровский муниципальный район
2213,1,Юргинский муниципальный район
2215,1,Ярковский муниципальный район
2216,2,городской округ город Ханты-Мансийск
2217,0,городской округ город Когалым
2218,0,городской округ город Лангепас
2219,0,городской округ город Мегион
2220,0,городской округ город Нефтеюганск
2221,2,городской округ город Нижневартовск
2222,2,городской округ город Нягань
2223,0,городской округ город Покачи
2224,0,городской округ город Пыть-Ях
2225,0,городской округ город Радужный
2226,4,городской округ город Сургут
2227,2,городской округ город Урай
2228,2,городской округ город Югорск
2229,0,Белоярский муниципальный район
