method,nmi_mean,nmi_min,nmi_after_event,movers_correct_+0,movers_correct_+1,movers_correct_+2,false_switch_at_event,s_e,seed
kefrin_t_affect_fe_z4,0.8458623579720411,0.7397175524965862,0.8213444283743789,0.5520833333333334,0.75,0.8333333333333334,0.005952380952380952,calibrated,3
kefrin_t_affect_fe_z2.5,0.857522133152102,0.8325068678363523,0.8482997387012694,0.8229166666666666,0.9166666666666666,0.9375,0.003968253968253968,calibrated,3
kefrin_t_affect_fe_z2.5_2pass,0.8612643510169393,0.8406058246430589,0.8539844506590071,0.8333333333333334,0.9166666666666666,0.9375,0.003968253968253968,calibrated,3
kefrin_t_affect_fe_z2.5_ma3,0.8409471354123402,0.7492630821447962,0.8188189630632611,0.59375,0.8645833333333334,0.875,0.00992063492063492,calibrated,3
kefrin_t_affect_fe_z2.5_2pass_ma3,0.8385377956607396,0.7362696552760615,0.8150240477872642,0.5729166666666666,0.8645833333333334,0.875,0.015873015873015872,calibrated,3
kmeans_monthly,0.7391606947186418,0.7135097246142428,0.7414091049744128,0.875,0.8333333333333334,0.8854166666666666,0.0992063492063492,calibrated,3
temporal_leiden_w0.3,0.8637766793225685,0.6050005778998035,0.7997394968192214,0.3125,0.8229166666666666,0.9166666666666666,0.05357142857142857,calibrated,3
temporal_leiden_w1.0,0.911051505369179,0.690616787692983,0.8590576268737004,0.3541666666666667,0.8125,0.9375,0.015873015873015872,calibrated,3
kefrin_independent,0.6656583211232796,0.3388045043533778,0.6363703427565425,0.65625,0.375,0.71875,0.2777777777777778,calibrated,4
kefrin_warm,0.7836674252196753,0.7572572033200965,0.7875076428969748,0.8541666666666666,0.8958333333333334,0.8958333333333334,0.07936507936507936,calibrated,4
kefrin_fixed0.5,0.7495139809996784,0.5847749790554273,0.7248829534419091,0.3541666666666667,0.7291666666666666,0.8333333333333334,0.037698412698412696,calibrated,4
kefrin_t_affect,0.7517040193678959,0.5738370548780036,0.730877539167308,0.3333333333333333,0.7083333333333334,0.84375,0.03373015873015873,calibrated,4
kefrin_t_affect_fe_noreset,0.7002423299263542,0.4859450709284866,0.6470807559420069,0.041666666666666664,0.4895833333333333,0.6979166666666666,0.013888888888888888,calibrated,4
kefrin_t_affect_fe_z4,0.7609407002300294,0.6545865515569462,0.7373423037216221,0.4791666666666667,0.6354166666666666,0.84375,0.017857142857142856,calibrated,4
kefrin_t_affect_fe_z2.5,0.7781955909257334,0.7170054837082492,0.7724711722849968,0.625,0.7604166666666666,0.8645833333333334,0.011904761904761904,calibrated,4
kefrin_t_affect_fe_z2.5_2pass,0.7793324590786699,0.7128121996375024,0.7728229809961977,0.6354166666666666,0.78125,0.8645833333333334,0.011904761904761904,calibrated,4
kefrin_t_affect_fe_z2.5_ma3,0.7487648363990669,0.638755656210198,0.7331566011829258,0.4791666666666667,0.8020833333333334,0.84375,0.021825396825396824,calibrated,4
kefrin_t_affect_fe_z2.5_2pass_ma3,0.7475104336329612,0.6338338336296594,0.7323875632393418,0.46875,0.7916666666666666,0.84375,0.01984126984126984,calibrated,4
kmeans_monthly,0.6574854570386058,0.625051349887202,0.6647358966006446,0.8125,0.8645833333333334,0.8229166666666666,0.16071428571428573,calibrated,4
temporal_leiden_w0.3,0.8292556796675167,0.5923511904589812,0.7670396832539237,0.4166666666666667,0.7291666666666666,0.9166666666666666,0.10317460317460317,calibrated,4
temporal_leiden_w1.0,0.9060889432149777,0.7131825196399657,0.8548199963304318,0.4270833333333333,0.7708333333333334,0.9479166666666666,0.013888888888888888,calibrated,4
