method,s_e,seed,t,alpha
kefrin_t_affect_fe_z2.5_ma3,noise1,4,7,0.554900187380014
kefrin_t_affect_fe_z2.5_ma3,noise1,4,8,0.77813398134679
kefrin_t_affect_fe_z2.5_ma3,noise1,4,9,0.817168063601936
kefrin_t_affect_fe_z2.5_ma3,noise1,4,10,0.783126455108535
kefrin_t_affect_fe_z2.5_ma3,noise1,4,11,0.8473378113512998
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,1,0.667640858143395
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,2,0.7522885910159532
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,3,0.936610019246277
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,4,0.8765752573342016
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,5,0.8347844170359447
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,6,0.8563479740264258
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,7,0.554900187380014
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,8,0.77813398134679
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,9,0.817168063601936
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,10,0.783126455108535
kefrin_t_affect_fe_z2.5_2pass_ma3,noise1,4,11,0.8473378113512998
kefrin_t_affect,noise2,0,0,0.0
kefrin_t_affect,noise2,0,1,0.505117668166818
kefrin_t_affect,noise2,0,2,0.6174521751501076
kefrin_t_affect,noise2,0,3,0.6691761745513162
kefrin_t_affect,noise2,0,4,0.7013868221006846
kefrin_t_affect,noise2,0,5,0.7158777279762291
kefrin_t_affect,noise2,0,6,0.7543009188503983
kefrin_t_affect,noise2,0,7,0.7331704634218597
kefrin_t_affect,noise2,0,8,0.7271380156858107
kefrin_t_affect,noise2,0,9,0.7366261639198588
kefrin_t_affect,noise2,0,10,0.746300531228233
kefrin_t_affect,noise2,0,11,0.74196222450451
kefrin_t_affect_fe_noreset,noise2,0,0,0.0
kefrin_t_affect_fe_noreset,noise2,0,1,0.8839033203163302
kefrin_t_affect_fe_noreset,noise2,0,2,0.5648364838575745
kefrin_t_affect_fe_noreset,noise2,0,3,0.789550543970016
kefrin_t_affect_fe_noreset,noise2,0,4,0.8593572171408539
kefrin_t_affect_fe_noreset,noise2,0,5,0.88558465206593
kefrin_t_affect_fe_noreset,noise2,0,6,0.8974074632102087
kefrin_t_affect_fe_noreset,noise2,0,7,0.8947712679065617
kefrin_t_affect_fe_noreset,noise2,0,8,0.8941070801712372
kefrin_t_affect_fe_noreset,noise2,0,9,0.8890641386179041
kefrin_t_affect_fe_noreset,noise2,0,10,0.8820851722416283
kefrin_t_affect_fe_noreset,noise2,0,11,0.82591552260553
kefrin_t_affect_fe_z4,noise2,0,0,0.0
kefrin_t_affect_fe_z4,noise2,0,1,0.8839033203163302
kefrin_t_affect_fe_z4,noise2,0,2,0.5648364838575745
kefrin_t_affect_fe_z4,noise2,0,3,0.789550543970016
kefrin_t_affect_fe_z4,noise2,0,4,0.8593572171408539
kefrin_t_affect_fe_z4,noise2,0,5,0.8857264524053003
kefrin_t_affect_fe_z4,noise2,0,6,0.8999534699705836
kefrin_t_affect_fe_z4,noise2,0,7,0.8988179234387143
kefrin_t_affect_fe_z4,noise2,0,8,0.896585409822245
kefrin_t_affect_fe_z4,noise2,0,9,0.8956846979413494
kefrin_t_affect_fe_z4,noise2,0,10,0.890807334392093
kefrin_t_affect_fe_z4,noise2,0,11,0.859161051402621
kefrin_t_affect_fe_z2.5,noise2,0,0,0.0
kefrin_t_affect_fe_z2.5,noise2,0,1,0.8839033203163302
kefrin_t_affect_fe_z2.5,noise2,0,2,0.5780847761109366
kefrin_t_affect_fe_z2.5,noise2,0,3,0.8034416593957351
kefrin_t_affect_fe_z2.5,noise2,0,4,0.8519966963101464
kefrin_t_affect_fe_z2.5,noise2,0,5,0.8753743819326842
kefrin_t_affect_fe_z2.5,noise2,0,6,0.896803388444924
kefrin_t_affect_fe_z2.5,noise2,0,7,0.8931569366801524
kefrin_t_affect_fe_z2.5,noise2,0,8,0.8862640090009778
kefrin_t_affect_fe_z2.5,noise2,0,9,0.8905954102750873
kefrin_t_affect_fe_z2.5,noise2,0,10,0.8916225033736759
kefrin_t_affect_fe_z2.5,noise2,0,11,0.8606089075420884
kefrin_t_affect_fe_z2.5_2pass,noise2,0,0,0.0
kefrin_t_affect_fe_z2.5_2pass,noise2,0,1,0.8874663866648106
kefrin_t_affect_fe_z2.5_2pass,noise2,0,2,0.5788414871434481
kefrin_t_affect_fe_z2.5_2pass,noise2,0,3,0.7984728610660656
kefrin_t_affect_fe_z2.5_2pass,noise2,0,4,0.8535643809231089
kefrin_t_affect_fe_z2.5_2pass,noise2,0,5,0.8765604322294942
kefrin_t_affect_fe_z2.5_2pass,noise2,0,6,0.897175706260774
kefrin_t_affect_fe_z2.5_2pass,noise2,0,7,0.8933922335821731
kefrin_t_affect_fe_z2.5_2pass,noise2,0,8,0.8892402614171395
kefrin_t_affect_fe_z2.5_2pass,noise2,0,9,0.8899222246503229
kefrin_t_affect_fe_z2.5_2pass,noise2,0,10,0.8904444460182146
kefrin_t_affect_fe_z2.5_2pass,noise2,0,11,0.8601612090753573
kefrin_t_affect_fe_z2.5_ma3,noise2,0,0,0.0
kefrin_t_affect_fe_z2.5_ma3,noise2,0,1,0.9155398576074679
kefrin_t_affect_fe_z2.5_ma3,noise2,0,2,0.7723189453604757
kefrin_t_affect_fe_z2.5_ma3,noise2,0,3,0.8198884221351969
kefrin_t_affect_fe_z2.5_ma3,noise2,0,4,0.8578007172315467
kefrin_t_affect_fe_z2.5_ma3,noise2,0,5,0.8596010263144783
kefrin_t_affect_fe_z2.5_ma3,noise2,0,6,0.8678126599032769
kefrin_t_affect_fe_z2.5_ma3,noise2,0,7,0.8844288117115814
kefrin_t_affect_fe_z2.5_ma3,noise2,0,8,0.8702330406441263
kefrin_t_affect_fe_z2.5_ma3,noise2,0,9,0.8743213827991599
kefrin_t_affect_fe_z2.5_ma3,noise2,0,10,0.8774637591908055
kefrin_t_affect_fe_z2.5_ma3,noise2,0,11,0.9022143299799416
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,1,0.9190654471590719
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,2,0.7694959099116354
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,3,0.8200471278553695
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,4,0.8581872122415463
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,5,0.8599114694725478
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,6,0.8706309963648752
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,7,0.8873742844845967
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,8,0.8715250478706488
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,9,0.8633426789256835
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,10,0.8776417767931779
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,0,11,0.9012846375385165
kefrin_t_affect,noise2,1,0,0.0
kefrin_t_affect,noise2,1,1,0.4895703661369573
kefrin_t_affect,noise2,1,2,0.6376659758332958
kefrin_t_affect,noise2,1,3,0.6784563365127909
kefrin_t_affect,noise2,1,4,0.7168386379612622
kefrin_t_affect,noise2,1,5,0.7212817783696158
kefrin_t_affect,noise2,1,6,0.7523700696527607
kefrin_t_affect,noise2,1,7,0.7437516177846825
kefrin_t_affect,noise2,1,8,0.7437222356811493
kefrin_t_affect,noise2,1,9,0.7412836099802241
kefrin_t_affect,noise2,1,10,0.7477657529208206
kefrin_t_affect,noise2,1,11,0.7493384134541899
kefrin_t_affect_fe_noreset,noise2,1,0,0.0
kefrin_t_affect_fe_noreset,noise2,1,1,0.8886089729093676
kefrin_t_affect_fe_noreset,noise2,1,2,0.5524909846199988
kefrin_t_affect_fe_noreset,noise2,1,3,0.7744440817304716
kefrin_t_affect_fe_noreset,noise2,1,4,0.8572831350066796
kefrin_t_affect_fe_noreset,noise2,1,5,0.8811162662140154
kefrin_t_affect_fe_noreset,noise2,1,6,0.9037982479124935
kefrin_t_affect_fe_noreset,noise2,1,7,0.9086494575226914
kefrin_t_affect_fe_noreset,noise2,1,8,0.9122890108949337
kefrin_t_affect_fe_noreset,noise2,1,9,0.9084314585210512
kefrin_t_affect_fe_noreset,noise2,1,10,0.8832656652418185
kefrin_t_affect_fe_noreset,noise2,1,11,0.8630724057893867
kefrin_t_affect_fe_z4,noise2,1,0,0.0
kefrin_t_affect_fe_z4,noise2,1,1,0.8886089729093676
kefrin_t_affect_fe_z4,noise2,1,2,0.5524909846199988
kefrin_t_affect_fe_z4,noise2,1,3,0.7744440817304716
kefrin_t_affect_fe_z4,noise2,1,4,0.8571325851823096
kefrin_t_affect_fe_z4,noise2,1,5,0.8796561305636769
kefrin_t_affect_fe_z4,noise2,1,6,0.9026988880061411
kefrin_t_affect_fe_z4,noise2,1,7,0.9060748838998592
kefrin_t_affect_fe_z4,noise2,1,8,0.910542491497211
kefrin_t_affect_fe_z4,noise2,1,9,0.9052651945091482
kefrin_t_affect_fe_z4,noise2,1,10,0.8805417128937619
kefrin_t_affect_fe_z4,noise2,1,11,0.8673044217809553
kefrin_t_affect_fe_z2.5,noise2,1,0,0.0
kefrin_t_affect_fe_z2.5,noise2,1,1,0.8886089729093676
kefrin_t_affect_fe_z2.5,noise2,1,2,0.5624208646619157
kefrin_t_affect_fe_z2.5,noise2,1,3,0.7793893973854964
kefrin_t_affect_fe_z2.5,noise2,1,4,0.8645244944892253
kefrin_t_affect_fe_z2.5,noise2,1,5,0.8725061240557411
kefrin_t_affect_fe_z2.5,noise2,1,6,0.8964479807138958
kefrin_t_affect_fe_z2.5,noise2,1,7,0.9090525675214502
kefrin_t_affect_fe_z2.5,noise2,1,8,0.9155805352422383
kefrin_t_affect_fe_z2.5,noise2,1,9,0.8986724457726867
kefrin_t_affect_fe_z2.5,noise2,1,10,0.8769805825844726
kefrin_t_affect_fe_z2.5,noise2,1,11,0.876648075528884
kefrin_t_affect_fe_z2.5_2pass,noise2,1,0,0.0
kefrin_t_affect_fe_z2.5_2pass,noise2,1,1,0.8625955471571459
kefrin_t_affect_fe_z2.5_2pass,noise2,1,2,0.5735063403575804
kefrin_t_affect_fe_z2.5_2pass,noise2,1,3,0.7845516665174586
kefrin_t_affect_fe_z2.5_2pass,noise2,1,4,0.8604491437570794
kefrin_t_affect_fe_z2.5_2pass,noise2,1,5,0.8716638993041192
kefrin_t_affect_fe_z2.5_2pass,noise2,1,6,0.89661558494907
kefrin_t_affect_fe_z2.5_2pass,noise2,1,7,0.908025253079522
kefrin_t_affect_fe_z2.5_2pass,noise2,1,8,0.9147736305743289
kefrin_t_affect_fe_z2.5_2pass,noise2,1,9,0.900046742366597
kefrin_t_affect_fe_z2.5_2pass,noise2,1,10,0.887042668233516
kefrin_t_affect_fe_z2.5_2pass,noise2,1,11,0.877871689688565
kefrin_t_affect_fe_z2.5_ma3,noise2,1,0,0.0
kefrin_t_affect_fe_z2.5_ma3,noise2,1,1,0.8404290377121236
kefrin_t_affect_fe_z2.5_ma3,noise2,1,2,0.816893184461063
kefrin_t_affect_fe_z2.5_ma3,noise2,1,3,0.785382787932711
kefrin_t_affect_fe_z2.5_ma3,noise2,1,4,0.8091431115248754
kefrin_t_affect_fe_z2.5_ma3,noise2,1,5,0.8792245004025669
kefrin_t_affect_fe_z2.5_ma3,noise2,1,6,0.8879405353989103
kefrin_t_affect_fe_z2.5_ma3,noise2,1,7,0.8879800882441973
kefrin_t_affect_fe_z2.5_ma3,noise2,1,8,0.8660012842074839
kefrin_t_affect_fe_z2.5_ma3,noise2,1,9,0.8244748989657542
kefrin_t_affect_fe_z2.5_ma3,noise2,1,10,0.8636736847738491
kefrin_t_affect_fe_z2.5_ma3,noise2,1,11,0.8943222033262993
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,1,0.8504109737141821
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,2,0.8163336724179396
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,3,0.7848116355170567
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,4,0.8071301766301574
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,5,0.8792768415837816
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,6,0.8886882432986403
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,7,0.888155719083066
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,8,0.8685407226931084
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,9,0.8284205257489304
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,10,0.8687327381190252
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,1,11,0.8946145031436422
kefrin_t_affect,noise2,2,0,0.0
kefrin_t_affect,noise2,2,1,0.4855632771290787
kefrin_t_affect,noise2,2,2,0.6118855766720068
kefrin_t_affect,noise2,2,3,0.6767303241893593
kefrin_t_affect,noise2,2,4,0.6993022361952841
kefrin_t_affect,noise2,2,5,0.7171462763656735
kefrin_t_affect,noise2,2,6,0.7557528445285894
kefrin_t_affect,noise2,2,7,0.7395716003265518
kefrin_t_affect,noise2,2,8,0.7236740423513166
kefrin_t_affect,noise2,2,9,0.7217364276968192
kefrin_t_affect,noise2,2,10,0.7319943109604995
kefrin_t_affect,noise2,2,11,0.7418226810425077
kefrin_t_affect_fe_noreset,noise2,2,0,0.0
kefrin_t_affect_fe_noreset,noise2,2,1,0.9191144913165713
kefrin_t_affect_fe_noreset,noise2,2,2,0.5858922573035489
kefrin_t_affect_fe_noreset,noise2,2,3,0.8041445019491329
kefrin_t_affect_fe_noreset,noise2,2,4,0.8585227034336317
kefrin_t_affect_fe_noreset,noise2,2,5,0.8712660022751989
kefrin_t_affect_fe_noreset,noise2,2,6,0.8962186042786711
kefrin_t_affect_fe_noreset,noise2,2,7,0.8889145479557863
kefrin_t_affect_fe_noreset,noise2,2,8,0.9044806602038165
kefrin_t_affect_fe_noreset,noise2,2,9,0.8800725949485941
kefrin_t_affect_fe_noreset,noise2,2,10,0.867842601709488
kefrin_t_affect_fe_noreset,noise2,2,11,0.8473001849253573
kefrin_t_affect_fe_z4,noise2,2,0,0.0
kefrin_t_affect_fe_z4,noise2,2,1,0.9191144913165713
kefrin_t_affect_fe_z4,noise2,2,2,0.5904193018026225
kefrin_t_affect_fe_z4,noise2,2,3,0.8080345418236398
kefrin_t_affect_fe_z4,noise2,2,4,0.8582692060382187
kefrin_t_affect_fe_z4,noise2,2,5,0.8705259585927403
kefrin_t_affect_fe_z4,noise2,2,6,0.8997731534539235
kefrin_t_affect_fe_z4,noise2,2,7,0.8937140113949759
kefrin_t_affect_fe_z4,noise2,2,8,0.9013863493527712
kefrin_t_affect_fe_z4,noise2,2,9,0.8850009719368707
kefrin_t_affect_fe_z4,noise2,2,10,0.8722385542723036
kefrin_t_affect_fe_z4,noise2,2,11,0.8578800868639985
kefrin_t_affect_fe_z2.5,noise2,2,0,0.0
kefrin_t_affect_fe_z2.5,noise2,2,1,0.9191144913165713
kefrin_t_affect_fe_z2.5,noise2,2,2,0.6041185979781311
kefrin_t_affect_fe_z2.5,noise2,2,3,0.8215389432993239
kefrin_t_affect_fe_z2.5,noise2,2,4,0.861441719077049
kefrin_t_affect_fe_z2.5,noise2,2,5,0.8820604449648812
kefrin_t_affect_fe_z2.5,noise2,2,6,0.8976661282799658
kefrin_t_affect_fe_z2.5,noise2,2,7,0.8949016020011693
kefrin_t_affect_fe_z2.5,noise2,2,8,0.9075450806797652
kefrin_t_affect_fe_z2.5,noise2,2,9,0.8995073514699885
kefrin_t_affect_fe_z2.5,noise2,2,10,0.8854289879742975
kefrin_t_affect_fe_z2.5,noise2,2,11,0.8761300368118071
kefrin_t_affect_fe_z2.5_2pass,noise2,2,0,0.0
kefrin_t_affect_fe_z2.5_2pass,noise2,2,1,0.9131999161677733
kefrin_t_affect_fe_z2.5_2pass,noise2,2,2,0.6114049730820716
kefrin_t_affect_fe_z2.5_2pass,noise2,2,3,0.820146359520512
kefrin_t_affect_fe_z2.5_2pass,noise2,2,4,0.8618134489129907
kefrin_t_affect_fe_z2.5_2pass,noise2,2,5,0.8819747947372406
kefrin_t_affect_fe_z2.5_2pass,noise2,2,6,0.8994510775884397
kefrin_t_affect_fe_z2.5_2pass,noise2,2,7,0.8956027055599415
kefrin_t_affect_fe_z2.5_2pass,noise2,2,8,0.9080113721960932
kefrin_t_affect_fe_z2.5_2pass,noise2,2,9,0.8982068120895667
kefrin_t_affect_fe_z2.5_2pass,noise2,2,10,0.8843014212520742
kefrin_t_affect_fe_z2.5_2pass,noise2,2,11,0.8744941012147159
kefrin_t_affect_fe_z2.5_ma3,noise2,2,0,0.0
kefrin_t_affect_fe_z2.5_ma3,noise2,2,1,0.95
kefrin_t_affect_fe_z2.5_ma3,noise2,2,2,0.7703640541587918
kefrin_t_affect_fe_z2.5_ma3,noise2,2,3,0.8100280416215658
kefrin_t_affect_fe_z2.5_ma3,noise2,2,4,0.852140751622371
kefrin_t_affect_fe_z2.5_ma3,noise2,2,5,0.8752881683354302
kefrin_t_affect_fe_z2.5_ma3,noise2,2,6,0.8753942324621122
kefrin_t_affect_fe_z2.5_ma3,noise2,2,7,0.8821361141767646
kefrin_t_affect_fe_z2.5_ma3,noise2,2,8,0.8704345159386521
kefrin_t_affect_fe_z2.5_ma3,noise2,2,9,0.883345572057129
kefrin_t_affect_fe_z2.5_ma3,noise2,2,10,0.889431319333715
kefrin_t_affect_fe_z2.5_ma3,noise2,2,11,0.9091608743183028
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,1,0.95
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,2,0.7703640541587918
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,3,0.8100280416215658
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,4,0.852140751622371
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,5,0.8752881683354302
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,6,0.8753942324621122
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,7,0.8821361141767646
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,8,0.8704345159386521
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,9,0.883345572057129
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,10,0.889431319333715
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,2,11,0.9091608743183028
kefrin_t_affect,noise2,3,0,0.0
kefrin_t_affect,noise2,3,1,0.4865205671095373
kefrin_t_affect,noise2,3,2,0.620745222454949
kefrin_t_affect,noise2,3,3,0.6724663466997195
kefrin_t_affect,noise2,3,4,0.7098903659357815
kefrin_t_affect,noise2,3,5,0.7347976748307847
kefrin_t_affect,noise2,3,6,0.7681595441861448
kefrin_t_affect,noise2,3,7,0.7430995508625435
kefrin_t_affect,noise2,3,8,0.7144925287735048
kefrin_t_affect,noise2,3,9,0.7182631474114857
kefrin_t_affect,noise2,3,10,0.7274000181157104
kefrin_t_affect,noise2,3,11,0.7392330363678118
kefrin_t_affect_fe_noreset,noise2,3,0,0.0
kefrin_t_affect_fe_noreset,noise2,3,1,0.939221643672554
kefrin_t_affect_fe_noreset,noise2,3,2,0.6111843200275986
kefrin_t_affect_fe_noreset,noise2,3,3,0.804488904035281
kefrin_t_affect_fe_noreset,noise2,3,4,0.8748091723457347
kefrin_t_affect_fe_noreset,noise2,3,5,0.877128199041781
kefrin_t_affect_fe_noreset,noise2,3,6,0.8922649656083845
kefrin_t_affect_fe_noreset,noise2,3,7,0.9013636418013208
kefrin_t_affect_fe_noreset,noise2,3,8,0.9080534048733463
kefrin_t_affect_fe_noreset,noise2,3,9,0.907708044426057
kefrin_t_affect_fe_noreset,noise2,3,10,0.8913660546697545
kefrin_t_affect_fe_noreset,noise2,3,11,0.7865553156757945
kefrin_t_affect_fe_z4,noise2,3,0,0.0
kefrin_t_affect_fe_z4,noise2,3,1,0.939221643672554
kefrin_t_affect_fe_z4,noise2,3,2,0.6130203748113021
kefrin_t_affect_fe_z4,noise2,3,3,0.8043027880963931
kefrin_t_affect_fe_z4,noise2,3,4,0.8760005107842205
kefrin_t_affect_fe_z4,noise2,3,5,0.8819552721579795
kefrin_t_affect_fe_z4,noise2,3,6,0.8982778965415777
kefrin_t_affect_fe_z4,noise2,3,7,0.9078067392558892
kefrin_t_affect_fe_z4,noise2,3,8,0.9133171028090018
kefrin_t_affect_fe_z4,noise2,3,9,0.90936872687889
kefrin_t_affect_fe_z4,noise2,3,10,0.8973436388511032
kefrin_t_affect_fe_z4,noise2,3,11,0.8282220344280086
kefrin_t_affect_fe_z2.5,noise2,3,0,0.0
kefrin_t_affect_fe_z2.5,noise2,3,1,0.939221643672554
kefrin_t_affect_fe_z2.5,noise2,3,2,0.6198212255742241
kefrin_t_affect_fe_z2.5,noise2,3,3,0.8205263054839723
kefrin_t_affect_fe_z2.5,noise2,3,4,0.874477721567351
kefrin_t_affect_fe_z2.5,noise2,3,5,0.8885871633369489
kefrin_t_affect_fe_z2.5,noise2,3,6,0.8998727279051697
kefrin_t_affect_fe_z2.5,noise2,3,7,0.9123009254871999
kefrin_t_affect_fe_z2.5,noise2,3,8,0.9082801665386718
kefrin_t_affect_fe_z2.5,noise2,3,9,0.9082057979694634
kefrin_t_affect_fe_z2.5,noise2,3,10,0.9037097762797069
kefrin_t_affect_fe_z2.5,noise2,3,11,0.8992586659918742
kefrin_t_affect_fe_z2.5_2pass,noise2,3,0,0.0
kefrin_t_affect_fe_z2.5_2pass,noise2,3,1,0.9328356530233486
kefrin_t_affect_fe_z2.5_2pass,noise2,3,2,0.6279812558185762
kefrin_t_affect_fe_z2.5_2pass,noise2,3,3,0.8241503663878116
kefrin_t_affect_fe_z2.5_2pass,noise2,3,4,0.8738127478059282
kefrin_t_affect_fe_z2.5_2pass,noise2,3,5,0.8891040437096979
kefrin_t_affect_fe_z2.5_2pass,noise2,3,6,0.8998870527978661
kefrin_t_affect_fe_z2.5_2pass,noise2,3,7,0.9124920980626018
kefrin_t_affect_fe_z2.5_2pass,noise2,3,8,0.9066184957928367
kefrin_t_affect_fe_z2.5_2pass,noise2,3,9,0.9085687083423059
kefrin_t_affect_fe_z2.5_2pass,noise2,3,10,0.9047309079062544
kefrin_t_affect_fe_z2.5_2pass,noise2,3,11,0.8999066955563984
kefrin_t_affect_fe_z2.5_ma3,noise2,3,0,0.0
kefrin_t_affect_fe_z2.5_ma3,noise2,3,1,0.95
kefrin_t_affect_fe_z2.5_ma3,noise2,3,2,0.6944303352580616
kefrin_t_affect_fe_z2.5_ma3,noise2,3,3,0.8950859677597135
kefrin_t_affect_fe_z2.5_ma3,noise2,3,4,0.8256953397238042
kefrin_t_affect_fe_z2.5_ma3,noise2,3,5,0.8662976860617877
kefrin_t_affect_fe_z2.5_ma3,noise2,3,6,0.8913875138364727
kefrin_t_affect_fe_z2.5_ma3,noise2,3,7,0.8421539452055943
kefrin_t_affect_fe_z2.5_ma3,noise2,3,8,0.8169775355310418
kefrin_t_affect_fe_z2.5_ma3,noise2,3,9,0.8679197715162965
kefrin_t_affect_fe_z2.5_ma3,noise2,3,10,0.8593506568592882
kefrin_t_affect_fe_z2.5_ma3,noise2,3,11,0.9170125440798137
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,0,0.0
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,1,0.8118232590413834
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,2,0.8382348681357817
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,3,0.8381739253696107
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,4,0.8296137698909546
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,5,0.8637513042616043
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,6,0.8944587573642383
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,7,0.8443669341455579
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,8,0.8191218477193983
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,9,0.8732372675253668
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,10,0.8714547769623229
kefrin_t_affect_fe_z2.5_2pass_ma3,noise2,3,11,0.9186980076710435
kefrin_t_affect,noise2,4,0,0.0
kefrin_t_affect,noise2,4,1,0.5017770401649634
kefrin_t_affect,noise2,4,2,0.6155747331379506
kefrin_t_affect,noise2,4,3,0.670891241135348
kefrin_t_affect,noise2,4,4,0.7097903432757996
kefrin_t_affect,noise2,4,5,0.7292198262766629
kefrin_t_affect,noise2,4,6,0.7546988720717247
kefrin_t_affect,noise2,4,7,0.7509336497173343
kefrin_t_affect,noise2,4,8,0.7356785585881904
kefrin_t_affect,noise2,4,9,0.7477766899072521
kefrin_t_affect,noise2,4,10,0.7326227667109491
kefrin_t_affect,noise2,4,11,0.7506502691246999
kefrin_t_affect_fe_noreset,noise2,4,0,0.0
kefrin_t_affect_fe_noreset,noise2,4,1,0.9306027100711127
kefrin_t_affect_fe_noreset,noise2,4,2,0.5568931666272015
kefrin_t_affect_fe_noreset,noise2,4,3,0.7653440003670606
kefrin_t_affect_fe_noreset,noise2,4,4,0.830453502464203
kefrin_t_affect_fe_noreset,noise2,4,5,0.8640024789909239
kefrin_t_affect_fe_noreset,noise2,4,6,0.8964856914263531
kefrin_t_affect_fe_noreset,noise2,4,7,0.8921973343850488
kefrin_t_affect_fe_noreset,noise2,4,8,0.9090604929218129
kefrin_t_affect_fe_noreset,noise2,4,9,0.9102651855595042
kefrin_t_affect_fe_noreset,noise2,4,10,0.9077778149852225
kefrin_t_affect_fe_noreset,noise2,4,11,0.9008971228834733
kefrin_t_affect_fe_z4,noise2,4,0,0.0
kefrin_t_affect_fe_z4,noise2,4,1,0.9306027100711127
kefrin_t_affect_fe_z4,noise2,4,2,0.5568931666272015
kefrin_t_affect_fe_z4,noise2,4,3,0.7653440003670606
kefrin_t_affect_fe_z4,noise2,4,4,0.830453502464203
kefrin_t_affect_fe_z4,noise2,4,5,0.8640024789909239
kefrin_t_affect_fe_z4,noise2,4,6,0.8969599268795995
kefrin_t_affect_fe_z4,noise2,4,7,0.8936626979265194
kefrin_t_affect_fe_z4,noise2,4,8,0.909857666672334
kefrin_t_affect_fe_z4,noise2,4,9,0.9115655423665713
kefrin_t_affect_fe_z4,noise2,4,10,0.9097211027890368
kefrin_t_affect_fe_z4,noise2,4,11,0.9035838655530951
kefrin_t_affect_fe_z2.5,noise2,4,0,0.0
kefrin_t_affect_fe_z2.5,noise2,4,1,0.9306027100711127
kefrin_t_affect_fe_z2.5,noise2,4,2,0.5630415412321121
kefrin_t_affect_fe_z2.5,noise2,4,3,0.7756807791275638
kefrin_t_affect_fe_z2.5,noise2,4,4,0.8370653402459638
kefrin_t_affect_fe_z2.5,noise2,4,5,0.8685603453911821
kefrin_t_affect_fe_z2.5,noise2,4,6,0.8935324437845332
kefrin_t_affect_fe_z2.5,noise2,4,7,0.89623545165965
kefrin_t_affect_fe_z2.5,noise2,4,8,0.9023460972862983
kefrin_t_affect_fe_z2.5,noise2,4,9,0.9067701126026275
